Created,Name:: Name & Surname,Company Name:,Company Registration Number:,Industry,Province,Location of Head Office (address),Funding Ask (Amount):,City/Town,Type of Funding,Funding Requirements (what is the funding required for).,Annual Revenue Range 2023,Annual Revenue Range 2024,Actual Revenue 2025,Company Overview ,Existing number of employees ,Increase of jobs anticipated through the capital access,Number of Shareholders,What percentage of your business is owned by individuals aged 18 to 35? (Please select one),What percentage of your business is owned by women? (Please select one),What percentage of your business is under Black ownership? ,BEE Level,Area,What percentage of your business is owned by individuals living with a disability? (Please select one),Contact person Name and Surname,Email address:,Contact number:
2025-08-17 05:18:58,Willem Nel ,Nel Media Group ,201313693907 ,Tourism,Western Cape,"2345 Voortrekker Lane, Rustenburg",70000__________,Rustenburg,Working Capital;Other (Please specify),Expansion into a second branch and hiring of staff ,0 to R500K,0 to R500K,121801_________,We grow and pack vegetables for regional wholesalers and retailers.,2.0,4.0,1,0%,0%,100%,Level 1,Township,0%,willem nel,willemnel310@icloud.com,+27627864663
2025-09-03 03:52:21,Nadia Plessis,Plessis Enterprises (Pty) Ltd,2019/881861/07 ,Manufacturing,Limpopo,"2753 Kruger Lane, Klerksdorp",2050000________,Klerksdorp,Invoice Financing;Working Capital,Operational funding ,0 to R500K,0 to R500K,256003_________,We manufacture and supply steel components to construction contractors.,6.0,2.0,1,50–74%,100%,100%,Level 1,Rural,0%,Nadia Plessis,nadiaplessis527@yahoo.com,+27867926482
2025-07-24 07:37:59,Musa Nkosi,Nkosi Consulting ,2022/583029/07 ,Tourism,Gauteng,"2690 Buitenkant Lane, Rustenburg",240000_________,Rustenburg,Equity,Purchase of a delivery vehicle and cold storage unit,0 to R500K,0 to R500K,302407_________,A tourism operator offering guided township and heritage tours,2.0,5.0,2,25–49%,100%,100%,Level 1,Rural,0%,musa nkosi,musankosi@gmail.com,+27 64 565 8240
2025-07-27 14:06:35,Thulani Govender,Govender Agri (Pty) Ltd,2019/911781/07,Agriculture - Secondary ,Western Cape,"1627 Acacia Crescent, Tembisa",21210000_______,Tembisa,Working Capital,"Purchase of farming implements, seed and irrigation infrastructure",0 to R500K,R501K to R1M,0______________,A family-run bakery supplying schools and local retailers. ,1.0,4.0,2,1–24%,100%,100%,Level 1,Township,0%,Thulani Govender,thulanigovender@mweb.co.za,073 012 8734
2025-08-30 15:45:22,Bianca Ndlovu ,Marula Holdings (Pty) Ltd,2018/133522/07,Hospitality,KZN,"2104 Voortrekker Street, Giyani",40000__________,Giyani,,Operational funding ,0 to R500K,0 to R500K,8159___________,Logistics company transporting goods between major metros. ,6.0,5.0,2,100%,0%,0%,Level 1,Township,0%,Bianca Ndlovu,biancandlovu@gmail.com,+27855874046
2025-07-08 19:29:16,Mxolisi Chetty,Chetty Manufacturing ,,Agriculture - Primary ,Gauteng,"1125 Voortrekker Road, Klerksdorp",27890000_______,Klerksdorp,Equity,To grow the business ,R1 000 001 to R5M,R5 000 001 to R10M,9296580________,Commercial cleaning and hygiene services for offices and factories ,23.0,12.0,1,100%,0%,100%,Level 1,Township,0%,Mxolisi Chetty,mxolisichetty@gmail.com,+27 71 277 1100
2025-09-18 13:11:53,Willem Sibeko,Sibeko Logistics ,2012/247943/07,Waste Management,Limpopo,"211 Main Street, Witbank ",300000_________,Witbank ,Working Capital,"Funding is required for equipment, training and certification.",0 to R500K,0 to R500K,246021_________,We manufacture and supply steel components to construction contractors.,0.0,2.0,2,100%,100%,100%,Level 1,Township,0%,willem sibeko,willemsibeko993@yahoo.com,+27649099125
2025-07-03 07:55:03,Ntombi Petersen,Northstar Distributors Group,2009/521194/07,Manufacturing,Gauteng,"1335 Biko Crescent, Witbank",4760000________,Witbank ,Working Capital,Purchase of a delivery vehicle and cold storage unit,R501K to R1M,R5 000 001 to R10M,5948479________,Commercial cleaning and hygiene services for offices and factories ,45.0,13.0,6,0%,100%,100%,Level 1,Urban,0%,ntombi petersen,ntombipetersen293@mweb.co.za,+27820629613
2025-08-18 19:34:45,Khanyisile Coetzee,Coetzee Solutions,2020/838747/07,,Gauteng,"227 Pretorius Street, Cape Town",220000_________,Cape Town ,,Bridging finance while awaiting payment from government contracts,0 to R500K,0 to R500K,0______________,,,1.0,6,0%,0%,100%,Level 1,Township,0%,Khanyisile Coetzee,khanyisilecoetzee@webmail.co.za,+27781784410
2025-09-24 21:14:30,Lerato Zulu,ZULU CIVILS (PTY) LTD,2025/744224/07,Education,Gauteng,"527 Rivonia Way, Roodepoort",26020000_______,Roodepoort,Working Capital,"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,R501K to R1M,594096_________,Solar installation business serving residential and small commercial clients ,7.0,2.0,6,0%,0%,0%,Level 1,Urban,0%,Lerato Zulu,leratozulu@mweb.co.za,083 581 9922
2025-08-11 14:09:17,Tariq Joubert ,MARULA ENTERPRISES ,2023/352810/07,Agriculture - Secondary ,Gauteng,"2837 Protea Lane, Welkom",800000_________,Welkom,Working Capital,Expansion into a second branch and hiring of staff ,0 to R500K,R501K to R1M,668561_________,We run a driving school and provide learner licence training.,1.0,1.0,4,25–49%,1–24%,100%,Level 1,Township,0%,Tariq Joubert,tariqjoubert@icloud.com,0729096087
2025-06-26 14:32:06,Kabelo Du ,COPPER LEAF AGRI ,2019/347616/07,Agriculture - Primary ,Gauteng,"1000 Acacia Avenue, Paarl",1670000________,Paarl,Other (Please specify),To increase production and take on larger supply contracts ,0 to R500K,R501K to R1M,0______________,We grow and pack vegetables for regional wholesalers and retailers.,11.0,4.0,1,100%,0%,100%,Level 1,Rural,0%,Kabelo Du,kabelodu@mweb.co.za,+27834932706
2025-08-02 05:48:05,Lerato Zwane,Riverstone Enterprises Group,2011/676583/07,Real Estate,Limpopo,"361 Main Crescent, Mahikeng",860000_________,Mahikeng,Equity;Working Capital,"Marketing, customer acquisition and website development ",0 to R500K,0 to R500K,0______________,Commercial cleaning and hygiene services for offices and factories ,1.0,0.0,2,25–49%,50–74%,100%,Level 1,Township,0%,lerato zwane,leratozwane@gmail.com,+27853747054
2025-06-27 05:49:29,Khanyisile Sithole,Sithole Logistics Pty Ltd,2025/121374/07,Automotive,Northern Cape,"1967 Main Crescent, GIYANI",250000_________,GIYANI ,Debt & Equity,To buy additional equipment and expand production capacity,0 to R500K,0 to R500K,2876___________,Catering and events business servicing corporate functions.,1.0,,10,100%,50–74%,100%,Level 1,Urban,0%,khanyisile sithole,khanyisilesithole779@gmail.com,+27864259846
2025-07-28 05:11:43,Hendrik Joubert ,Thuso Manufacturing CC,2023/518052/07 ,Financial Services,Gauteng,"41 Kruger Road, Pretoria ",7540000________,Pretoria,Working Capital,Bridging finance while awaiting payment from government contracts,R1 000 001 to R5M,R1 000 001 to R5M,3769425________,We grow and pack vegetables for regional wholesalers and retailers.,46.0,18.0,10,75–99%,0%,100%,Level 1,Rural,0%,Hendrik Joubert,hendrikjoubert@gmail.com,0639158467
2025-08-04 18:04:48,Busisiwe Hendricks,Vertex Holdings (Pty) Ltd,2013/293527/07,Agriculture - Primary ,Gauteng,"1998 Kruger Avenue, Uitenhage",30000__________,Uitenhage,Working Capital,Working capital to fulfil confirmed purchase orders,0 to R500K,0 to R500K,6262___________,,0.4,2.0,6,0%,0%,100%,Level 1,Township,0%,busisiwe hendricks,busisiwehendricks910@mweb.co.za,+27 81 332 0619
2025-07-23 10:55:01,Willem Pretorius,Pretorius Transport (Pty) Ltd,2008/750107/07 ,Agriculture - Secondary ,Gauteng,"1467 Main Road, Upington",2550000________,Upington,Debt,"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,R1 000 001 to R5M,2121017________,A family-run bakery supplying schools and local retailers. ,14.0,12.0,6,100%,0%,100%,Level 1,Township,75–99%,Willem Pretorius,willempretorius@webmail.co.za,+27612583135
2025-08-17 10:03:06,Jaco Hendricks,Hendricks Manufacturing,,,Limpopo,"1865 Acacia Crescent, Roodepoort ",70160000_______,Roodepoort ,Debt & Equity,To upgrade our machinery and improve turnaround times.,R10 000 001 to R20M,R10 000 001 to R20M,17541047_______,,,,1,100%,100%,50–74%,Level 2,Township,0%,Jaco Hendricks,jacohendricks562@gmail.com,+27 88 501 6007
2025-08-14 18:25:52,Sizwe Mahlangu,Northstar Investments ,2019/225465/07,Retail & Wholesale,Gauteng,"341 Loop Avenue, Centurion ",250000_________,Centurion,Equity,To grow the business ,0 to R500K,0 to R500K,61523__________,We design and sew corporate uniforms and protective clothing.,3.0,2.0,10,0%,0%,100%,Level 1,Urban,0%,Sizwe Mahlangu,SIZWEMAHLANGU@ICLOUD.COM,+27859517676
2025-09-19 13:50:05,Aisha Mashaba,Baobab Civils,2009/687254/07,Transportation and Logistics,Gauteng,"2221 Marula Street, Tzaneen",430000_________,Tzaneen,Working Capital,To buy additional equipment and expand production capacity,0 to R500K,0 to R500K,283536_________,,0.0,3.0,3,100%,100%,100%,Level 2,Township,0%,Aisha Mashaba,aishamashaba@webmail.co.za,+27766332498
2025-08-08 15:15:28,Suzette Khumalo,Khumalo Logistics (Pty) Ltd ,2014/344052/07,Tourism,Gauteng,"2997 Aloe Avenue, KLERKSDORP",3_950000_______,KLERKSDORP,Working Capital,"Funding is required for equipment, training and certification.",R10 000 001 to R20M,R10 000 001 to R20M,13171608_______,Logistics company transporting goods between major metros. ,34.0,5.0,2,100%,50–74%,100%,Level 1,Urban,0%,Suzette Khumalo,suzettekhumalo@mweb.co.za,+27815254839
2025-07-18 15:22:19,Tshepo Joubert ,Vantage Transport,2021/597287/07,Energy,Western Cape,"3109 Protea Avenue, Johannesburg ",660000_________,Johannesburg,Working Capital,"Marketing, customer acquisition and website development ",0 to R500K,R501K to R1M,655359_________,,2.0,4.0,1,100%,0%,100%,Level 1,Urban,0%,Tshepo Joubert,tshepojoubert@mweb.co.za,+27 68 075 6332
2025-09-03 11:57:46,Tshepo Solomons ,Silver Oak Construction,2025/403836/07,Engineering & Construction,Western Cape,"326 Jakaranda Street, Thohoyandou",1870000________,Thohoyandou,Invoice Financing,To grow the business ,R1 000 001 to R5M,R1 000 001 to R5M,1562242________,We recycle plastic waste and sell processed pellets to manufacturers.,25.0,14.0,2,100%,100%,100%,Level 1,Township,0%,Tshepo Solomons,tsheposolomons404@gmail.com,+27 71 317 0921
2025-08-04 14:52:52,Tariq Zwane,Frontier Engineering,2021/961018/07,Waste Management,Western Cape,"631 Mandela Crescent, Klerksdorp",210000_________,Klerksdorp,Working Capital,To buy additional equipment and expand production capacity,R501K to R1M,R501K to R1M,0______________,We supply and install security systems and CCTV. ,3.0,18.0,4,100%,100%,100%,Level 1,Rural,0%,tariq zwane,tariqzwane@mweb.co.za,0740382149
2025-09-10 00:53:25,Priya Ramaphakela ,Ramaphakela Consulting CC ,2022 / 992554 / 07,Waste Management,Western Cape,"1326 Kruger Way, Mbombela",530000_________,Mbombela,Working Capital,Bridging finance while awaiting payment from government contracts,0 to R500K,R501K to R1M,439235_________,Civil engineering contractor focused on roads and stormwater projects ,,3.0,5,0%,100%,100%,Level 1,Township,0%,Priya Ramaphakela,priyaramaphakela@mweb.co.za,+27611708046
2025-07-20 04:38:46,Kagiso Mashaba,FRONTIER DISTRIBUTORS,2010/625810/07,Retail & Wholesale,Gauteng,"2146 Commissioner Crescent, Emalahleni",245000000______,Emalahleni,Working Capital,"Raw materials, tooling and factory rental for the next 12 months",R20 000 001 to R50M,R20 000 001 to R50M,22105433_______,We provide ICT support and cloud services to small businesses in the province.,12.0,29.0,1,50–74%,50–74%,100%,Level 1,Urban,0%,kagiso mashaba,kagisomashaba@icloud.com,0657095621
2025-07-15 20:52:38,Jabulani Mabaso,Kopano Civils Group,202018300307,Waste Management,Western Cape,"974 Jakaranda Drive, Mthatha",710000_________,Mthatha,Invoice Financing;Working Capital,To upgrade our machinery and improve turnaround times.,0 to R500K,R501K to R1M,713014_________,Solar installation business serving residential and small commercial clients ,3.0,2.0,2,25–49%,100%,100%,Level 1,Rural,0%,Jabulani Mabaso,jabulanimabaso@gmail.com,+27618886882
2025-08-23 15:46:29,Nokuthula Botha,Botha Technologies (Pty) Ltd,2019/625558/07,Manufacturing,North West,"1071 Acacia Drive, POTCHEFSTROOM",2870000________,POTCHEFSTROOM,Purchase Order Funding,To increase production and take on larger supply contracts ,0 to R500K,R501K to R1M,573689_________,Logistics company transporting goods between major metros. ,31.0,1.0,3,25–49%,0%,50–74%,Level 8,Rural,0%,Nokuthula Botha,nokuthulabotha@yahoo.com,+27 83 073 4129
2025-08-24 15:54:25,Sizwe Radebe,Radebe Projects (Pty) Ltd,,Business Services (Agency & Consultancy),Limpopo,"3163 Buitenkant Drive, Port Elizabeth",170000_________,Port Elizabeth,,Purchase of a delivery vehicle and cold storage unit,R501K to R1M,R501K to R1M,576790_________,,10.0,3.0,3,50–74%,50–74%,100%,Level 5,Township,0%,Sizwe Radebe,sizweradebe@mweb.co.za,0656594652
2025-07-20 18:15:18,Karin Radebe ,Kalahari Services,2025/635294/07,Healthcare & Biotechnology,Gauteng,"3126 Umgeni Way, Centurion",40000__________,Centurion,Debt,"Purchase of farming implements, seed and irrigation infrastructure",0 to R500K,0 to R500K,0______________,Logistics company transporting goods between major metros. ,3.0,6.0,1,100%,50–74%,100%,Level 1,Rural,0%,Karin Radebe,karinradebe@gmail.com,+27636135276
2025-07-08 20:39:10,Thulani Motaung,Ikhaya Transport,2015/626204/07,Information & Communication Technology,Western Cape,"907 Rissik Street, Emalahleni ",10000__________,Emalahleni,Purchase Order Funding,"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,0 to R500K,17732__________,Catering and events business servicing corporate functions.,0.0,5.0,3,0%,0%,100%,Level 1,Rural,1–24%,thulani motaung,thulanimotaung@mweb.co.za,+27698912279
2025-09-10 14:09:34,Lerato Fortuin,Fortuin Engineering ,2021/808523/07,Waste Management,Mpumalanga,"2041 Voortrekker Drive, Sasolburg ",250000_________,Sasolburg,Invoice Financing;Working Capital,Bridging finance while awaiting payment from government contracts,0 to R500K,0 to R500K,0______________,Civil engineering contractor focused on roads and stormwater projects ,6.0,3.0,3,25–49%,100%,100%,Level 1,Urban,0%,Lerato Fortuin,leratofortuin@gmail.com,+27632892140
2025-07-30 17:45:12,Rukaya Tshabalala ,Tshabalala Construction (Pty) Ltd,2024/845361/07,Manufacturing,Western Cape,"592 Loop Lane, Gqeberha",1100000________,Gqeberha,Working Capital,To increase production and take on larger supply contracts ,0 to R500K,0 to R500K,220902_________,Civil engineering contractor focused on roads and stormwater projects ,5.0,,1,0%,1–24%,100%,Level 1,Township,0%,Rukaya Tshabalala,rukayatshabalala535@gmail.com,067 047 9782
2025-07-10 11:12:17,Suzette Nel,Umlambo Services (Pty) Ltd,2011/218134/07 ,Hospitality,Western Cape,"3087 Acacia Lane, Newcastle ",10000__________,Newcastle ,Working Capital,Bridging finance while awaiting payment from government contracts,0 to R500K,0 to R500K,3303___________,We run a driving school and provide learner licence training.,6.0,1.0,6,100%,0%,75–99%,Level 4,Township,0%,Suzette Nel,suzettenel849@yahoo.com,+27892170783
2025-07-11 04:47:13,Priya Mabena,Kalahari Engineering,2021/699929/07,Manufacturing,Gauteng,"1272 Jakaranda Street, rustenburg ",140000_________,rustenburg,Equity,"Funding is required for equipment, training and certification.",0 to R500K,R501K to R1M,467879_________,A family-run bakery supplying schools and local retailers. ,0.0,3.0,1,50–74%,100%,100%,Level 8,Rural,0%,priya mabena,priyamabena109@mweb.co.za,0896881635
2025-09-22 15:10:47,Reshma Mashaba,Greenfield Services (Pty) Ltd,2011/829286/07,,North West,"1072 Commissioner Avenue, johannesburg",430000_________,johannesburg ,Equity;Working Capital,To buy additional equipment and expand production capacity,0 to R500K,0 to R500K,106972_________,Solar installation business serving residential and small commercial clients ,2.0,2.0,2,0%,0%,50–74%,Level 1,Urban,0%,Reshma Mashaba,reshmamashaba@mweb.co.za,+27 75 269 0425
2025-09-15 10:32:10,Pieter Plessis,Plessis Manufacturing Pty Ltd,2024/324834/07,Hospitality,Gauteng,"1879 Sisulu Avenue, Roodepoort ",13660000_______,Roodepoort ,Working Capital,To increase production and take on larger supply contracts ,0 to R500K,R501K to R1M,470679_________,Commercial cleaning and hygiene services for offices and factories ,5.0,,6,50–74%,0%,100%,Level 1,Urban,0%,pieter plessis,pieterplessis137@webmail.co.za,0799445955
2025-08-12 21:04:00,Aisha Chauke,Kopano Construction Group ,2023/921297/07,Manufacturing,Western Cape,"184 Rivonia Way, Tzaneen",660000_________,Tzaneen,Invoice Financing;Working Capital,To grow the business ,0 to R500K,0 to R500K,218419_________,Independent pharmacy and primary healthcare clinic serving a rural community,3.0,3.0,3,0%,25–49%,100%,Level 1,Urban,0%,Aisha Chauke,aishachauke@mweb.co.za,+27795647467
2025-09-09 03:48:31,Elmarie Motaung,Motaung Investments Group,2015/501259/07,Manufacturing,Limpopo,"2530 Umgeni Avenue, Richards Bay",170000_________,Richards Bay,Other (Please specify),To grow the business ,R1 000 001 to R5M,R501K to R1M,572948_________,We provide ICT support and cloud services to small businesses in the province.,3.0,4.0,3,100%,1–24%,100%,Level 1,Township,0%,Elmarie Motaung,elmariemotaung@gmail.com,+27 64 233 4868
2025-07-17 01:01:01,Musa Joubert,Joubert Transport,2009/724810/07,Information & Communication Technology,Gauteng,"2629 Mandela Lane, Polokwane",5290000________,Polokwane,Debt,To upgrade our machinery and improve turnaround times.,R501K to R1M,R1 000 001 to R5M,1058598________,We manufacture and supply steel components to construction contractors.,4.0,4.0,4,100%,100%,100%,Level 1,Urban,0%,Musa Joubert,musajoubert867@icloud.com,0662035443
2025-09-18 23:41:28,Nokuthula Adams,Adams Civils,2021/650509/07,Business Services (Agency & Consultancy),Limpopo,"2834 Long Street, Randburg",21010000_______,Randburg ,Working Capital,To increase production and take on larger supply contracts ,R10 000 001 to R20M,R10 000 001 to R20M,10503099_______,We design and sew corporate uniforms and protective clothing.,26.0,9.0,2,100%,50–74%,0%,Level 1,Urban,0%,nokuthula adams,nokuthulaadams639@gmail.com,+27658013726
2025-07-08 05:53:47,Pieter Chetty,Vertex Trading CC ,2012/407430/07,Energy,Western Cape,"1828 Acacia Avenue, Thohoyandou",10000__________,Thohoyandou ,Debt & Equity,"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,0 to R500K,6156___________,We supply and install security systems and CCTV. ,5.0,3.0,1,100%,0%,100%,Level 1,Urban,0%,Pieter Chetty,pieterchetty@gmail.com,+27838923494
2025-08-08 01:43:07,Nisha Du,Amandla Projects,,,Gauteng,"2501 Kruger Drive, Vereeniging",340000_________,Vereeniging ,,Purchase of a delivery vehicle and cold storage unit,0 to R500K,0 to R500K,0______________,,2.0,7.0,2,25–49%,0%,100%,Level 1,Urban,0%,Nisha Du,nishadu@yahoo.com,+27756881230
2025-06-30 23:18:35,Mpho Mabaso,Amandla Transport (Pty) Ltd ,2008/499863/07,Healthcare & Biotechnology,Gauteng,"3022 Biko Avenue, Midrand",6690000________,Midrand,Working Capital,"Marketing, customer acquisition and website development ",R1 000 001 to R5M,R1 000 001 to R5M,0______________,Civil engineering contractor focused on roads and stormwater projects ,7.0,15.0,1,0%,100%,100%,Level 1,Township,0%,Mpho Mabaso,mphomabaso236@gmail.com,0847867655
2025-08-25 11:14:53,Danie Reddy,Summit Foods (Pty) Ltd,2013/931910/07,Information & Communication Technology,Limpopo,"728 Tambo Road, Gqeberha",19400000_______,Gqeberha,Working Capital,Stock purchase and general operational funding ,R1 000 001 to R5M,R5 000 001 to R10M,6467556________,Commercial cleaning and hygiene services for offices and factories ,4.0,3.0,3,0%,100%,100%,Level 1,Rural,0%,Danie Reddy,daniereddy@gmail.com,+27 89 548 1763
2025-08-22 13:42:37,Nokuthula Coetzee ,Karoo Transport Group,2025/332431/07,Beauty and wellness,Limpopo,"1240 Kruger Lane, Midrand",48000000_______,Midrand,Debt & Equity,Purchase of a delivery vehicle and cold storage unit,0 to R500K,R1 000 001 to R5M,2846416________,A family-run bakery supplying schools and local retailers. ,6.0,3.0,2,0%,0%,100%,Level 1,Urban,0%,Nokuthula Coetzee,nokuthulacoetzee@webmail.co.za,+27650883632
2025-09-07 21:56:29,Johan Mabaso ,Northstar Civils CC,2016/296097/07,Education,Gauteng,"2100 Jan Smuts Road, Potchefstroom",90000__________,Potchefstroom,Equity,Operational funding ,0 to R500K,0 to R500K,44337__________,We provide ICT support and cloud services to small businesses in the province.,2.0,2.0,3,0%,100%,100%,Level 1,Township,0%,Johan Mabaso,johanmabaso819@webmail.co.za,+27786796427
2025-07-07 02:01:42,Ashraf Rakoma,Rakoma Distributors Group,2010/486316/07,Agriculture - Primary ,Western Cape,"1239 Umgeni Avenue, Witbank",210000_________,Witbank,Working Capital,To buy additional equipment and expand production capacity,0 to R500K,0 to R500K,13514__________,We run a driving school and provide learner licence training.,7.0,6.0,1,100%,0%,100%,Level 1,Rural,0%,Ashraf Rakoma,ashrafrakoma@outlook.com,+27827704425
2025-07-23 20:56:00,Ayanda Tshabalala ,Sizani Services (Pty) Ltd,2022/876925/07,Tourism,Limpopo,"1112 Umgeni Crescent, Nelspruit ",10000__________,Nelspruit,Working Capital,Bridging finance while awaiting payment from government contracts,0 to R500K,0 to R500K,25659__________,We provide ICT support and cloud services to small businesses in the province.,2.0,1.0,1,0%,100%,100%,Level 1,Rural,0%,Ayanda Tshabalala,ayandatshabalala@gmail.com,+27610197705
2025-08-05 15:50:39,Ashraf Zwane ,Summit Civils,,Education,Western Cape,"2677 Biko Crescent, paarl ",1220000________,paarl,Working Capital,Working capital to fulfil confirmed purchase orders,0 to R500K,0 to R500K,86291__________,We run a driving school and provide learner licence training.,2.0,9.0,1,100%,100%,100%,Level 1,Urban,0%,Ashraf Zwane,ashrafzwane@webmail.co.za,+27767876516
2025-08-13 12:08:46,Deepak Ntuli ,Sizani Transport,2015/844213/07,Education,Gauteng,"2035 Church Road, Port Elizabeth",11510000_______,Port Elizabeth,Purchase Order Funding,"Funding is required for equipment, training and certification.",R1 000 001 to R5M,R1 000 001 to R5M,2301104________,We manufacture and supply steel components to construction contractors.,2.0,4.0,1,50–74%,100%,50–74%,Level 1,Rural,0%,Deepak Ntuli,deepakntuli167@gmail.com,0832480619
2025-07-03 01:34:38,Yusuf Petersen,Petersen Enterprises (Pty) Ltd,,Business Services (Agency & Consultancy),Eastern Cape,"3177 Voortrekker Crescent, Kimberley",6990000________,Kimberley,Equity;Working Capital,Expansion into a second branch and hiring of staff ,R501K to R1M,R1 000 001 to R5M,4657334________,,8.0,27.0,2,0%,0%,100%,Level 1,Township,1–24%,Yusuf Petersen,yusufpetersen832@icloud.com,0671783394
2025-09-09 03:34:27,Rukaya Fortuin,Fortuin Media,2008/147766/07 ,Healthcare & Biotechnology,Western Cape,"1452 Mandela Road, Polokwane",8900000________,Polokwane,Purchase Order Funding;Working Capital,"Marketing, customer acquisition and website development ",R1 000 001 to R5M,R5 000 001 to R10M,8898083________,We supply and install security systems and CCTV. ,11.0,8.0,3,75–99%,0%,100%,Level 1,Rural,100%,Rukaya Fortuin,rukayafortuin@mweb.co.za,+27875416556
2025-07-10 09:52:33,Jabulani Daniels ,Daniels Transport (Pty) Ltd,2023/517944/07,Information & Communication Technology,Western Cape,"2650 Commissioner Lane, Worcester",1370000________,Worcester,Debt,To buy additional equipment and expand production capacity,R501K to R1M,R1 000 001 to R5M,913493_________,A family-run bakery supplying schools and local retailers. ,6.0,6.0,3,0%,0%,100%,Level 1,Urban,0%,Jabulani Daniels,jabulanidaniels@mweb.co.za,+27 89 870 0482
2025-07-03 08:07:40,Vikash Wyk ,Summit Agri Group ,2020/773791/07,Engineering & Construction,Western Cape,"1742 Tambo Crescent, Uitenhage",23790000_______,Uitenhage,Working Capital,To grow the business ,R20 000 001 to R50M,Above R50M,0______________,Independent pharmacy and primary healthcare clinic serving a rural community,69.0,8.0,4,100%,100%,100%,Level 1,Rural,0%,vikash wyk,vikashwyk@yahoo.com,0696720572
2025-09-08 00:49:13,Yolandi Jacobs ,UMLAMBO CIVILS CC ,,Energy,Western Cape,"718 Kruger Crescent, Randburg ",780000_________,Randburg,Debt & Equity,"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,0 to R500K,65463__________,We provide ICT support and cloud services to small businesses in the province.,7.0,5.0,2,1–24%,0%,100%,Level 1,Rural,0%,Yolandi Jacobs,yolandijacobs@webmail.co.za,+27660887546
2025-09-19 23:55:15,Willem Mkhize,Mkhize Projects (Pty) Ltd,202599326807,Engineering & Construction,Gauteng,"386 Aloe Avenue, Mahikeng",180000_________,Mahikeng,Working Capital,Purchase of a delivery vehicle and cold storage unit,0 to R500K,R501K to R1M,612936_________,Independent pharmacy and primary healthcare clinic serving a rural community,4.0,3.0,3,100%,100%,100%,Level 1,Rural,0%,Willem Mkhize,willemmkhize@mweb.co.za,+27655764464
2025-08-08 07:14:33,Kgomotso Du ,Vertex Services Group ,,,Gauteng,"2032 Church Way, George",270000_________,George,Working Capital,Purchase of a delivery vehicle and cold storage unit,0 to R500K,0 to R500K,135982_________,,,1.0,3,25–49%,0%,100%,Level 1,Urban,0%,kgomotso du,kgomotsodu@mweb.co.za,0770406618
2025-08-24 08:50:00,Shireen Baloyi,Baloyi Transport Group ,201183946607 ,Retail & Wholesale,Western Cape,"721 Long Street, emalahleni",220000_________,emalahleni,Purchase Order Funding,Operational funding ,0 to R500K,0 to R500K,271107_________,We manufacture and supply steel components to construction contractors.,5.0,1.0,3,100%,100%,100%,Level 1,Rural,0%,Shireen Baloyi,shireenbaloyi@mweb.co.za,+27 78 915 2335
2025-07-26 03:32:05,Zainab Isaacs,Stone Bridge Group,2024/665799/07,Information & Communication Technology,Western Cape,"2817 Sisulu Drive, EMALAHLENI ",14910000_______,EMALAHLENI,Debt,Bridging finance while awaiting payment from government contracts,0 to R500K,R1 000 001 to R5M,2485386________,We design and sew corporate uniforms and protective clothing.,4.0,6.0,6,100%,0%,100%,Level 1,Rural,0%,Zainab Isaacs,zainabisaacs@gmail.com,+27752267556
2025-08-07 15:31:04,Hendrik Joubert,Vertex Media Group,2012/337049/07,Engineering & Construction,Gauteng,"1545 Loop Lane, Springs ",900000_________,Springs ,Working Capital,"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,0 to R500K,0______________,Catering and events business servicing corporate functions.,3.0,0.6,5,50–74%,100%,100%,Level 1,Township,0%,Hendrik Joubert,hendrikjoubert814@webmail.co.za,+27761091739
2025-08-12 08:37:45,Kavitha Ntuli,Blue Crane Engineering (Pty) Ltd,2012 / 714405 / 07,Business Services (Agency & Consultancy),Western Cape,"1164 Jan Smuts Drive, Soweto",5960000________,Soweto,Working Capital,"Raw materials, tooling and factory rental for the next 12 months",R1 000 001 to R5M,R501K to R1M,488767_________,We design and sew corporate uniforms and protective clothing.,5.0,3.0,5,0%,100%,100%,Level 1,Urban,1–24%,Kavitha Ntuli,kavithantuli@yahoo.com,+27 77 481 5843
2025-07-02 01:24:23,Deepak Joubert ,Blackwood Media CC,2023/273955/07,cleaning services,Limpopo,"1677 Voortrekker Road, Worcester",270000_________,Worcester,Invoice Financing,"Funding is required for equipment, training and certification.",R501K to R1M,R501K to R1M,533916_________,,116.0,5.0,2,0%,100%,50–74%,Level 3,Township,0%,deepak joubert,deepakjoubert@gmail.com,+27677573358
2025-07-12 20:21:51,Deepak Fortuin,Catalyst Group,2025/144348/07,Energy,Gauteng,"2590 Umgeni Street, Springs ",10000__________,Springs,Working Capital,"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,0 to R500K,0______________,,2.0,8.0,10,100%,100%,100%,Level 1,Urban,0%,Deepak Fortuin,deepakfortuin@gmail.com,0884300045
